date,or_model,aa_slug,host,variant,provider,price_1m_input,price_1m_output,cache_hit_price,cache_hit_rate,tps_median,tps_p05,tps_p95,ttft_median,ttft_p05,ttft_p95,ttfat_input_s,reasoning_s,ttfat_total_s,e2e_s,json_mode,function_calling
2026-09-08,deepseek/deepseek-v4-flash-20260731,deepseek-v4-flash,DeepSeek,,DeepSeek,0.44,1.32,0.014,0.9794,127.7,107.7,157.4,0.914,0.801,3.684,0.914,15.665,16.578,20.49,1,1
2026-09-08,deepseek/deepseek-v4-flash-20260731,deepseek-v4-flash,Bitdeer AI,,Bitdeer AI,0.042,0.084,0.009,0.9527,119.8,86.5,144.3,1.514,1.116,52.107,1.514,16.692,18.207,22.38,1,1
2026-09-08,deepseek/deepseek-v4-flash-20260731,deepseek-v4-flash,Parasail,,Parasail,0.14,0.28,0.07,0.7717,28.4,19.3,137.4,1.363,1.039,9.157,1.363,70.355,71.718,89.31,1,1
2026-09-08,deepseek/deepseek-v4-flash-20260731,deepseek-v4-flash,Fireworks,,Fireworks,0.22,0.66,0.007,0.9999,267.1,221.3,332.7,0.62,0.574,0.72,0.62,7.489,8.109,9.98,1,1
2026-09-08,deepseek/deepseek-v4-flash-20260731,deepseek-v4-flash,SiliconFlow,,SiliconFlow,0.13,0.28,0.028,0.1991,93.2,65.5,127.8,1.84,1.507,3.069,1.84,21.469,23.309,28.68,1,1
2026-09-08,deepseek/deepseek-v4-flash-20260731,deepseek-v4-flash,Baseten,,BaseTen,0.13,0.26,0.028,0.3531,158.8,104.6,314.9,0.966,0.582,22.888,0.966,12.591,13.557,16.71,1,1
2026-09-08,deepseek/deepseek-v4-flash-20260731,deepseek-v4-flash,Crusoe,,Crusoe,0.14,0.28,0.03,0.9332,329.8,281.3,407.2,1.058,0.934,1.521,1.058,6.064,7.122,8.64,1,1
2026-09-08,deepseek/deepseek-v4-flash-20260731,deepseek-v4-flash,GMI,,GMICloud,0.44,1.32,0.014,0.7873,115.4,64.1,205.8,2.86,0.797,4.697,2.86,17.337,20.197,24.53,1,1
2026-09-08,deepseek/deepseek-v4-flash-20260731,deepseek-v4-flash,Novita,,Novita,0.44,1.32,0.028,0.9894,126.3,99.9,146.3,1.284,0.79,2.469,1.284,15.837,17.121,21.08,1,1
2026-09-08,deepseek/deepseek-v4-flash-20260731,deepseek-v4-flash,DeepInfra,,DeepInfra,0.08,0.18,0.016,0.8944,39.3,22.7,59.4,0.973,0.694,3.233,0.973,50.947,51.921,64.66,1,1
2026-09-08,deepseek/deepseek-v4-flash-20260731,deepseek-v4-flash,DigitalOcean,,DigitalOcean,0.08,0.252,0.0252,0.1867,45.7,36.3,47.3,0.913,0.842,1.18,0.913,43.793,44.706,55.65,1,1
2026-09-08,deepseek/deepseek-v4-flash-20260731,deepseek-v4-flash,Makora,,Makora,0.09,0.195,,0.5252,85.1,33.8,223.4,0.951,0.625,4.389,0.951,23.51,24.461,30.34,1,1
2026-09-08,deepseek/deepseek-v4-flash-20260423,deepseek-v4-flash-0420,GMI,,GMICloud,0.0938,0.1876,0.019,,,,,,,,,,,,1,1
2026-09-08,deepseek/deepseek-v4-flash-20260423,deepseek-v4-flash-0420,DeepInfra,FP4,DeepInfra,0.09,0.18,0.018,0.8443,28.3,16.5,68.9,1.237,0.747,10.369,1.237,198.328,199.565,217.23,1,1
2026-09-08,deepseek/deepseek-v4-flash-20260423,deepseek-v4-flash-0420,SiliconFlow,FP8,SiliconFlow,0.13,0.28,0.028,,138.7,50.1,205.6,1.244,0.856,2.134,1.244,40.465,41.709,45.31,1,1
2026-09-08,deepseek/deepseek-v4-flash-20260423,deepseek-v4-flash-0420,Parasail,FP8,Parasail,0.14,0.28,0.07,,75.6,34.6,118.2,1.778,1.211,4.429,1.778,74.2,75.978,82.59,1,1
2026-09-08,deepseek/deepseek-v4-flash-20260423,deepseek-v4-flash-0420,Novita,,Novita,0.14,0.28,0.028,0.9579,119.4,93.4,133.1,2.139,1.289,2.782,2.139,47.012,49.151,53.34,1,1
2026-09-08,deepseek/deepseek-v4-pro-20260423,deepseek-v4-pro-0424,DeepInfra,FP4,DeepInfra,1.3,2.6,0.1,0.9312,47.4,23.3,101.1,1.3,0.823,4.134,1.3,92.387,93.687,104.25,1,1
2026-09-08,deepseek/deepseek-v4-pro-20260423,deepseek-v4-pro-0424,Microsoft Azure,,Azure,1.74,3.48,,,94.8,32.2,118.9,1.635,1.415,3.809,1.635,46.156,47.791,53.07,1,1
2026-09-08,deepseek/deepseek-v4-pro-20260423,deepseek-v4-pro-0424,Novita,,Novita,1.6,3.2,0.135,0.9875,66.4,46.8,89.3,1.849,1.251,4.984,1.849,65.934,67.783,75.32,1,1
2026-09-08,deepseek/deepseek-v4-pro-20260423,deepseek-v4-pro-0424,Bitdeer AI,,Bitdeer AI,1.254,3.762,0.0418,0.9663,41.8,18.5,77.7,2.989,1.946,45.466,2.989,104.54,107.529,119.48,1,1
2026-09-08,deepseek/deepseek-v4-pro-20260423,deepseek-v4-pro-0424,SiliconFlow,FP8,SiliconFlow,1.5016,3.135,0.135,,49.6,38.3,71.7,2.208,1.445,9.761,2.208,88.159,90.368,100.44,1,1
2026-09-08,deepseek/deepseek-v4-pro-20260423,deepseek-v4-pro-0424,GMI,,GMICloud,0.678,1.357,0.056,,,,,,,,,,,,1,1
2026-09-08,deepseek/deepseek-v4-pro-20260423,deepseek-v4-pro-0424,Nebius,,Nebius,1.75,3.5,,0.7698,110.6,56.7,152.0,1.324,1.257,2.261,1.324,39.563,40.887,45.41,1,1
2026-09-08,deepseek/deepseek-v4-pro-20260423,deepseek-v4-pro-0424,Baseten,,BaseTen,1.74,3.48,0.145,0.6894,141.5,122.7,184.8,0.603,0.511,1.219,0.603,30.918,31.521,35.05,1,1
2026-09-08,deepseek/deepseek-v4-pro-20260423,deepseek-v4-pro-0424,DeepSeek,,DeepSeek,0.435,0.87,0.0036,0.9866,75.5,51.6,84.5,1.623,1.175,3.432,1.623,57.954,59.578,66.2,1,1
2026-09-08,tencent/hy3-20260706,hy3,SiliconFlow,FP8,SiliconFlow,0.132,0.528,0.033,0.9385,89.2,71.7,115.4,2.992,2.564,4.76,2.992,22.431,25.423,31.03,0,1
2026-09-08,tencent/hy3-20260706,hy3,Novita,,Novita,0.14,0.58,0.035,0.9575,105.4,80.4,124.1,2.348,2.194,2.935,2.348,18.974,21.322,26.07,0,1
2026-09-08,tencent/hy3-20260706,hy3,DeepInfra,FP8,DeepInfra,0.14,0.58,0.035,0.9575,98.3,64.6,127.7,1.012,0.873,2.027,1.012,20.336,21.348,26.43,1,1
2026-09-08,tencent/hy3-20260706,hy3,GMI,,GMICloud,0.126,0.522,0.0322,0.9497,88.4,28.3,121.9,3.241,2.555,4.902,3.241,22.628,25.869,31.53,1,1
2026-09-08,openai/gpt-5.6-luna-20260709,gpt-5-6-luna,OpenAI,,OpenAI,0.2,1.2,0.02,0.9934,119.8,71.4,172.6,168.22,22.378,271.451,168.22,0.0,168.22,172.39,1,1
2026-09-08,openai/gpt-5.6-luna-20260709,gpt-5-6-luna,Amazon Bedrock,,Amazon Bedrock,1.1,6.6,0.11,0.9877,231.8,146.1,294.7,93.473,15.915,167.427,93.473,0.0,93.473,95.63,1,1
2026-09-08,openai/gpt-5.6-terra-20260709,gpt-5-6-terra,OpenAI,,OpenAI,2.0,12.0,0.2,0.9934,115.5,78.7,151.1,160.026,36.143,341.361,160.026,0.0,160.026,164.35,1,1
2026-09-08,openai/gpt-5.6-terra-20260709,gpt-5-6-terra,Amazon Bedrock,,Amazon Bedrock,2.75,16.5,0.28,0.9921,146.5,93.6,186.7,124.751,29.824,248.114,124.751,0.0,124.751,128.17,1,1
2026-09-08,openai/gpt-5.6-sol-20260709,gpt-5-6-sol,Amazon Bedrock,,Amazon Bedrock,5.5,33.0,0.55,0.9426,116.9,85.6,175.1,71.958,40.378,257.802,71.958,0.0,71.958,76.23,1,1
2026-09-08,openai/gpt-5.6-sol-20260709,gpt-5-6-sol,OpenAI,,OpenAI,4.0,20.0,0.4,0.9934,68.0,47.4,117.1,138.218,62.841,434.621,138.218,0.0,138.218,145.57,1,1
2026-09-08,z-ai/glm-5.2-20260616,glm-5-2,FriendliAI,,FriendliAI,1.4,4.4,0.26,0.994,157.7,97.6,193.7,0.759,0.681,1.055,0.759,12.686,13.444,16.62,1,1
2026-09-08,z-ai/glm-5.2-20260616,glm-5-2,Makora,NVFP4,Makora,0.72,2.38,0.12,0.9838,,,,,,,,,,,1,1
2026-09-08,z-ai/glm-5.2-20260616,glm-5-2,Baseten,FAST,BaseTen,2.1,6.6,0.21,0.9782,268.5,190.2,355.7,1.968,0.834,3.969,1.968,7.448,9.416,11.28,1,1
2026-09-08,z-ai/glm-5.2-20260616,glm-5-2,Novita,FP8,Novita,1.4,4.4,0.26,0.9903,77.5,60.3,100.8,1.779,1.375,2.476,1.779,25.81,27.589,34.04,1,1
2026-09-08,z-ai/glm-5.2-20260616,glm-5-2,Parasail,NVFP4,Parasail,1.4,4.4,0.26,,177.2,102.2,299.3,1.139,0.861,3.217,1.139,11.288,12.427,15.25,1,1
2026-09-08,z-ai/glm-5.2-20260616,glm-5-2,CoreWeave,,CoreWeave,0.76,2.42,0.14,0.5665,225.3,145.8,290.7,1.2,1.164,1.331,1.2,8.876,10.076,12.3,1,1
2026-09-08,z-ai/glm-5.2-20260616,glm-5-2,Multiverse Computing,,Multiverse Computing,1.1,3.5,,,116.6,77.7,178.2,0.803,0.721,10.406,0.803,17.153,17.956,22.24,1,1
2026-09-08,z-ai/glm-5.2-20260616,glm-5-2,DeepInfra,FP4,DeepInfra,0.75,2.4,0.14,0.8334,67.9,42.3,119.2,1.029,0.759,2.302,1.029,29.471,30.501,37.87,1,1
2026-09-08,z-ai/glm-5.2-20260616,glm-5-2,Nebius,FP4,Nebius,1.4,4.4,,0.0,302.6,169.4,446.6,1.041,0.966,2.092,1.041,6.61,7.652,9.3,1,1
2026-09-08,z-ai/glm-5.2-20260616,glm-5-2,Together AI,,Together,1.4,4.4,0.26,0.909,157.9,55.1,325.6,0.773,0.625,1.931,0.773,12.669,13.441,16.61,1,1
2026-09-08,z-ai/glm-5.2-20260616,glm-5-2,Scaleway,,Scaleway,2.09,6.38,,,78.2,22.9,116.7,1.736,1.557,2.123,1.736,25.562,27.298,33.69,1,1
2026-09-08,z-ai/glm-5.2-20260616,glm-5-2,Databricks,,Databricks,1.4,4.4,0.26,0.9952,261.5,192.8,427.1,0.766,0.687,2.214,0.766,7.647,8.413,10.33,1,1
2026-09-08,z-ai/glm-5.2-20260616,glm-5-2,Crusoe,NVFP4,Crusoe,1.4,4.4,0.26,0.93,230.4,146.2,311.5,0.942,0.827,2.49,0.942,8.682,9.625,11.8,1,1
2026-09-08,z-ai/glm-5.2-20260616,glm-5-2,Bitdeer AI,,Bitdeer AI,0.599,1.88,0.09,0.9944,64.1,37.3,71.9,2.769,1.922,59.127,2.769,31.194,33.963,41.76,1,1
2026-09-08,z-ai/glm-5.2-20260616,glm-5-2,Fireworks,,Fireworks,1.4,4.4,0.14,0.9998,102.4,86.0,118.2,1.776,1.511,5.938,1.776,19.538,21.314,26.2,1,1
2026-09-08,z-ai/glm-5.2-20260616,glm-5-2,GMI,FP8,GMICloud,0.923,2.903,0.171,,,,,,,,,,,,1,1
2026-09-08,z-ai/glm-5.2-20260616,glm-5-2,Baseten,,BaseTen,1.4,4.4,0.14,0.9973,127.0,99.5,157.7,2.348,0.809,3.132,2.348,15.747,18.095,22.03,1,1
2026-09-08,z-ai/glm-5.2-20260616,glm-5-2,Modular,,Modular,1.4,4.4,0.26,0.9889,87.3,40.2,258.8,73.257,10.198,170.055,73.257,22.92,96.177,101.91,1,1
2026-09-08,z-ai/glm-5.2-20260616,glm-5-2,Zai,,Z.AI,1.4,4.4,0.26,0.95,63.0,53.4,91.4,1.797,1.492,8.994,1.797,31.765,33.562,41.5,1,1
2026-09-08,z-ai/glm-5.2-20260616,glm-5-2,Mistral,,Mistral,1.4,4.4,0.14,0.95,195.0,54.7,319.6,1.01,0.943,1.493,1.01,10.257,11.267,13.83,1,1
2026-09-08,z-ai/glm-5.2-20260616,glm-5-2,SiliconFlow,FP8,SiliconFlow,1.302,4.092,0.26,0.9897,94.8,76.5,115.7,1.934,1.797,2.614,1.934,21.096,23.03,28.3,0,1
2026-09-08,z-ai/glm-5.3-flash-20260826,glm-5-3-flash,Zai,,Z.AI,0.15,0.5,0.026,0.9953,71.4,45.8,132.6,1.91,1.277,4.94,1.91,28.015,29.924,36.93,1,1
2026-09-08,z-ai/glm-5.3-flash-20260826,glm-5-3-flash,Baseten,,BaseTen,0.15,0.5,0.03,0.9782,159.5,86.6,222.7,0.687,0.412,1.164,0.687,12.541,13.228,16.36,1,1
2026-09-08,z-ai/glm-5.3-flash-20260826,glm-5-3-flash,Novita,,Novita,0.075,0.25,0.015,0.9903,79.9,44.8,132.8,1.485,1.099,4.119,1.485,25.028,26.514,32.77,1,1
2026-09-08,z-ai/glm-5.3-flash-20260826,glm-5-3-flash,DeepInfra,,DeepInfra,0.15,0.5,0.03,0.8334,39.0,19.5,64.6,1.399,0.764,5.579,1.399,51.229,52.628,65.44,1,1
2026-09-08,z-ai/glm-5.3-flash-20260826,glm-5-3-flash,SiliconFlow,,SiliconFlow,0.15,0.5,0.03,0.9897,73.0,44.6,101.9,1.482,1.109,4.245,1.482,27.393,28.875,35.72,1,1
2026-09-08,z-ai/glm-5.3-flash-20260826,glm-5-3-flash,Wafer,,Wafer,0.15,0.5,0.03,0.9898,28.7,13.8,79.6,0.756,0.638,3.872,0.756,69.708,70.464,87.89,1,1
2026-09-08,z-ai/glm-5.3-flash-20260826,glm-5-3-flash,Together AI,,Together,0.15,0.5,0.03,0.909,106.9,56.6,284.3,0.9,0.584,20.745,0.9,18.715,19.615,24.29,1,1
2026-09-08,z-ai/glm-5.3-flash-20260826,glm-5-3-flash,Fireworks,,Fireworks,0.15,0.5,0.029,0.9731,186.0,164.2,210.3,1.323,1.29,1.62,1.323,10.752,12.074,14.76,1,1
2026-09-08,z-ai/glm-5.3-flash-20260826,glm-5-3-flash,Databricks,,Databricks,0.15,0.5,0.03,0.9952,247.6,225.9,299.0,0.688,0.597,0.892,0.688,8.078,8.766,10.79,1,1
2026-09-08,z-ai/glm-5.3-flash-20260826,glm-5-3-flash,GMI,,GMICloud,0.075,0.25,0.015,0.8448,59.4,35.0,115.4,2.942,1.548,7.581,2.942,33.687,36.629,45.05,1,1
2026-09-08,z-ai/glm-5.3-flash-20260826,glm-5-3-flash,Parasail,,Parasail,0.15,0.5,0.03,1.0,151.5,75.9,260.2,1.344,0.75,19.348,1.344,13.203,14.547,17.85,1,1
2026-09-08,z-ai/glm-5.3-flash-20260826,glm-5-3-flash,Bitdeer AI,,Bitdeer AI,0.075,0.25,0.015,0.9944,71.4,54.5,104.2,3.834,1.591,52.759,3.834,28.001,31.836,38.84,1,1
2026-09-08,z-ai/glm-5.3-flash-20260826,glm-5-3-flash,FriendliAI,,FriendliAI,0.15,0.5,0.03,0.994,152.4,101.1,273.3,1.233,1.077,1.89,1.233,13.12,14.353,17.63,1,1
2026-09-08,z-ai/glm-5.3-flash-20260826,glm-5-3-flash,Nebius,,Nebius,0.15,0.5,,,321.1,258.1,415.4,0.509,0.472,0.563,0.509,6.229,6.738,8.29,1,1
2026-09-08,z-ai/glm-5.3-flash-20260826,glm-5-3-flash,DigitalOcean,,DigitalOcean,0.15,0.5,0.03,0.95,70.7,27.8,148.6,1.612,0.829,4.834,1.612,28.275,29.887,36.96,1,1
2026-09-08,z-ai/glm-5.3-flash-20260826,glm-5-3-flash,Inco,FAST,Inco,0.15,0.5,0.03,0.8,592.6,592.6,592.6,1.572,1.572,1.572,1.572,3.375,4.947,5.79,1,1
2026-09-08,z-ai/glm-5.3-flash-20260826,glm-5-3-flash,Makora,,Makora,0.07,0.235,,,102.7,86.8,123.0,3.372,1.275,5.792,3.372,19.468,22.84,27.71,1,1
2026-09-08,xiaomi/mimo-v2.5-20260422,mimo-v2-5-0424,Novita,,Novita,0.168,0.336,0.0034,0.9967,52.4,39.8,92.9,3.178,1.351,18.757,3.178,38.202,41.38,50.93,1,1
2026-09-08,xiaomi/mimo-v2.5-20260422,mimo-v2-5-0424,DeepInfra,,DeepInfra,0.4,2.0,0.08,0.9951,25.3,11.4,55.6,1.277,0.681,3.266,1.277,78.942,80.219,99.95,1,1
2026-09-08,xiaomi/mimo-v2.5-20260422,mimo-v2-5-0424,GMI,,GMICloud,0.112,0.224,0.002,0.8164,,,,,,,,,,,1,1
2026-09-08,xiaomi/mimo-v2.5-20260422,mimo-v2-5-0424,Xiaomi,,Xiaomi,0.14,0.28,0.0028,0.9934,65.4,30.4,99.3,6.113,1.886,19.502,6.113,30.559,36.672,44.31,1,1
2026-09-08,nvidia/nemotron-3-ultra-550b-a55b-20260604:free,nvidia-nemotron-3-ultra-550b-a55b,CoreWeave,,CoreWeave,0.75,2.75,0.15,1.0,230.2,176.3,317.0,1.057,0.978,1.436,1.057,9.882,10.94,13.11,1,1
2026-09-08,nvidia/nemotron-3-ultra-550b-a55b-20260604:free,nvidia-nemotron-3-ultra-550b-a55b,GMI,,GMICloud,0.8,2.6,0.1,,,,,,,,,,,,1,0
2026-09-08,nvidia/nemotron-3-ultra-550b-a55b-20260604:free,nvidia-nemotron-3-ultra-550b-a55b,DeepInfra,,DeepInfra,0.5,2.2,0.1,0.3281,47.1,12.8,115.6,10.641,1.61,34.194,10.641,48.3,58.941,69.56,1,1
2026-09-08,nvidia/nemotron-3-ultra-550b-a55b-20260604:free,nvidia-nemotron-3-ultra-550b-a55b,DeepInfra,BF16,DeepInfra,1.0,5.0,0.3,0.4119,42.0,17.2,88.1,8.5,2.893,22.35,8.5,54.131,62.63,74.53,1,1
2026-09-08,nvidia/nemotron-3-ultra-550b-a55b-20260604:free,nvidia-nemotron-3-ultra-550b-a55b,Nebius,,Nebius,1.0,3.0,,0.0,333.0,237.7,451.5,2.36,1.924,2.592,2.36,6.832,9.192,10.69,1,1
2026-09-08,nvidia/nemotron-3-ultra-550b-a55b-20260604:free,nvidia-nemotron-3-ultra-550b-a55b,Lightning AI,,Lightning AI,0.41,1.2,,0.7126,,,,,,,,,,,1,1
2026-09-08,nvidia/nemotron-3-ultra-550b-a55b-20260604:free,nvidia-nemotron-3-ultra-550b-a55b,Blackbox AI,,Blackbox AI,0.32,0.8,,0.7052,,,,,,,,,,,1,1
2026-09-08,nvidia/nemotron-3-ultra-550b-a55b-20260604:free,nvidia-nemotron-3-ultra-550b-a55b,Fireworks,,Fireworks,0.6,2.4,0.12,0.9998,169.3,145.4,188.6,0.656,0.622,2.566,0.656,13.436,14.092,17.04,1,1
2026-09-08,google/gemini-3.6-flash-20260721,gemini-3-6-flash,Google AI Studio,,Google AI Studio,0.75,3.75,0.15,0.8921,198.3,156.9,281.7,14.808,9.867,85.258,14.808,0.0,14.808,17.33,1,1
2026-09-08,anthropic/claude-opus-5-20260723,claude-opus-5,Amazon Bedrock,,Amazon Bedrock,5.0,25.0,0.5,0.9967,53.0,42.1,83.0,82.505,20.507,226.943,82.505,0.0,82.505,91.94,0,1
2026-09-08,anthropic/claude-opus-5-20260723,claude-opus-5,Anthropic,,Anthropic,5.0,25.0,0.5,0.9967,54.0,42.0,85.4,69.918,20.293,235.208,69.918,0.0,69.918,79.18,0,1
2026-09-08,anthropic/claude-opus-5-20260723,claude-opus-5,Google,,Google,5.0,25.0,0.5,0.9,53.0,42.5,81.0,57.053,19.01,175.163,57.053,0.0,57.053,66.49,0,1
2026-09-08,anthropic/claude-sonnet-5-20260630,claude-sonnet-5,Google,,Google,2.0,10.0,0.2,0.9282,71.8,60.5,105.3,210.208,56.568,290.245,210.208,0.0,210.208,217.17,0,1
2026-09-08,anthropic/claude-sonnet-5-20260630,claude-sonnet-5,Microsoft Azure,,Azure,2.0,10.0,0.2,0.9999,77.6,44.7,98.6,163.289,56.966,309.512,163.289,0.0,163.289,169.73,0,1
2026-09-08,anthropic/claude-sonnet-5-20260630,claude-sonnet-5,Anthropic,,Anthropic,2.0,10.0,0.2,0.9905,79.5,53.6,97.0,178.482,85.463,299.729,178.482,0.0,178.482,184.77,0,1
2026-09-08,anthropic/claude-sonnet-5-20260630,claude-sonnet-5,Amazon Bedrock,,Amazon Bedrock,2.0,10.0,0.2,0.9598,84.9,65.3,106.8,199.5,81.016,273.151,199.5,0.0,199.5,205.39,0,1
2026-09-08,moonshotai/kimi-k3-20260715,kimi-k3,Fireworks,,Fireworks,3.0,15.0,0.3,0.5123,114.6,107.3,122.2,0.971,0.913,1.049,0.971,17.451,18.422,22.78,1,1
2026-09-08,moonshotai/kimi-k3-20260715,kimi-k3,Fireworks,FAST,Fireworks,4.5,22.5,0.45,0.7227,109.8,96.9,116.5,0.991,0.926,2.619,0.991,18.21,19.2,23.75,1,1
2026-09-08,moonshotai/kimi-k3-20260715,kimi-k3,Modal,,Modal,3.0,15.0,0.3,0.9997,151.4,87.3,239.0,0.84,0.758,1.556,0.84,13.209,14.049,17.35,1,1
2026-09-08,moonshotai/kimi-k3-20260715,kimi-k3,Together AI,,Together,3.0,15.0,0.3,0.6585,81.7,46.6,154.9,0.886,0.646,3.384,0.886,24.465,25.352,31.47,1,1
2026-09-08,moonshotai/kimi-k3-20260715,kimi-k3,DigitalOcean,,DigitalOcean,2.85,14.25,0.285,0.9,42.2,31.1,45.7,1.214,1.123,1.95,1.214,47.365,48.579,60.42,1,1
2026-09-08,moonshotai/kimi-k3-20260715,kimi-k3,Baseten,,BaseTen,3.0,15.0,0.3,0.9732,96.8,53.1,127.2,0.777,0.626,1.824,0.777,20.66,21.437,26.6,1,1
2026-09-08,moonshotai/kimi-k3-20260715,kimi-k3,Parasail,,Parasail,3.0,15.0,0.3,0.9177,140.8,24.6,209.6,1.891,1.622,5.177,1.891,14.202,16.093,19.64,1,1
2026-09-08,moonshotai/kimi-k3-20260715,kimi-k3,Makora,,Makora,2.55,12.75,0.256,0.7573,90.4,14.5,193.4,2.285,1.125,24.843,2.285,22.115,24.4,29.93,1,1
2026-09-08,moonshotai/kimi-k3-20260715,kimi-k3,Nebius,,Nebius,3.0,15.0,,1.0,183.5,28.3,242.9,1.594,1.471,255.927,1.594,10.898,12.492,15.22,1,1
2026-09-08,moonshotai/kimi-k3-20260715,kimi-k3,Databricks,,Databricks,3.0,15.0,0.3,0.9943,178.6,104.4,241.0,0.885,0.825,3.495,0.885,11.201,12.085,14.89,1,1
2026-09-08,moonshotai/kimi-k3-20260715,kimi-k3,Bitdeer AI,,Bitdeer AI,2.66,13.3,0.2755,0.8363,86.6,61.8,88.2,1.641,1.206,10.509,1.641,23.093,24.734,30.51,1,1
2026-09-08,moonshotai/kimi-k3-20260715,kimi-k3,Inco,FAST,Inco,6.0,30.0,0.6,0.99,325.8,301.8,349.8,9.523,2.54,16.506,9.523,6.139,15.662,17.2,1,1
2026-09-08,moonshotai/kimi-k3-20260715,kimi-k3,Kimi,,Moonshot AI,3.0,15.0,0.3,0.9744,41.2,33.4,51.7,3.274,2.627,4.14,3.274,48.548,51.822,63.96,1,1
2026-09-08,minimax/minimax-m3-20260531,minimax-m3,Parasail,MXFP8,Parasail,0.3,1.2,0.06,0.9908,157.2,64.8,299.0,0.879,0.681,1.925,0.879,12.721,13.6,16.78,1,1
2026-09-08,minimax/minimax-m3-20260531,minimax-m3,CoreWeave,NVFP4,CoreWeave,0.23,0.96,0.05,0.9728,174.4,111.6,278.2,1.204,0.983,1.458,1.204,11.47,12.675,15.54,1,1
2026-09-08,minimax/minimax-m3-20260531,minimax-m3,Together AI,,Together,0.3,1.2,0.06,0.829,115.8,41.4,202.1,0.807,0.558,3.813,0.807,17.272,18.079,22.4,1,1
2026-09-08,minimax/minimax-m3-20260531,minimax-m3,Novita,,Novita,0.3,1.2,0.06,0.994,84.8,50.0,208.1,1.577,0.901,2.536,1.577,23.59,25.166,31.06,1,1
2026-09-08,minimax/minimax-m3-20260531,minimax-m3,Inco,FAST,Inco,0.3,1.2,0.075,0.9988,438.4,305.6,545.4,46.1,11.822,125.992,46.1,4.562,50.663,51.8,0,1
2026-09-08,minimax/minimax-m3-20260531,minimax-m3,Modular,,Modular,0.3,1.2,0.06,0.9954,214.4,125.8,284.3,0.514,0.417,1.945,0.514,9.328,9.842,12.17,1,1
2026-09-08,minimax/minimax-m3-20260531,minimax-m3,Nebius,FP8,Nebius,0.3,1.2,,0.9573,238.3,77.9,367.0,1.941,1.833,3.912,1.941,8.393,10.334,12.43,1,1
2026-09-08,minimax/minimax-m3-20260531,minimax-m3,SiliconFlow,FP8,SiliconFlow,0.3,1.2,0.06,0.9988,123.4,66.5,251.4,1.178,0.878,2.819,1.178,16.203,17.381,21.43,1,1
2026-09-08,minimax/minimax-m3-20260531,minimax-m3,Bitdeer AI,,Bitdeer AI,0.28,1.1,0.056,0.8362,148.4,28.5,250.1,2.647,1.743,34.581,2.647,13.481,16.128,19.5,1,1
2026-09-08,minimax/minimax-m3-20260531,minimax-m3,MiniMax,,Minimax,0.3,1.2,0.06,0.9728,155.5,50.4,285.0,1.311,0.609,4.562,1.311,12.86,14.171,17.39,1,1
2026-09-08,minimax/minimax-m3-20260531,minimax-m3,DeepInfra,,DeepInfra,0.28,1.1,0.056,0.9863,24.1,13.8,56.8,0.793,0.529,3.26,0.793,82.833,83.625,104.33,1,1
2026-09-08,minimax/minimax-m3-20260531,minimax-m3,GMI,,GMICloud,0.24,0.96,0.048,,,,,,,,,,,,1,1
2026-09-08,minimax/minimax-m3-20260531,minimax-m3,SambaNova,,SambaNova,0.6,2.4,,,246.3,205.8,251.1,2.438,2.108,3.201,2.438,8.122,10.56,12.59,1,1
2026-09-08,minimax/minimax-m3-20260531,minimax-m3,Fireworks,,Fireworks,0.3,1.2,0.06,0.9687,153.4,125.1,216.2,0.853,0.702,4.444,0.853,13.04,13.893,17.15,1,1
2026-09-08,stepfun/step-3.7-flash-20260528,step-3-7-flash,StepFun,,StepFun,0.2,1.15,0.04,0.9881,81.4,72.5,113.2,2.844,2.372,3.434,2.844,24.559,27.403,33.54,1,1
2026-09-08,stepfun/step-3.7-flash-20260528,step-3-7-flash,DeepInfra,,DeepInfra,0.2,1.15,0.04,,163.9,126.9,200.7,0.657,0.597,2.181,0.657,12.203,12.86,15.91,0,1
2026-09-09,deepseek/deepseek-v4-flash-20260731,deepseek-v4-flash,CoreWeave,,CoreWeave,0.14,0.28,0.07,0.8612,95.8,31.5,149.3,1.731,1.596,2.182,1.731,20.87,22.601,27.82,1,1
2026-09-09,deepseek/deepseek-v4-flash-20260731,deepseek-v4-flash,Wafer,FAST,Wafer,0.28,0.56,0.07,0.4295,120.6,26.7,257.9,0.906,0.563,24.797,0.906,16.584,17.49,21.64,1,1
2026-09-09,deepseek/deepseek-v4-flash-20260731,deepseek-v4-flash,Nebius,,Nebius,0.14,0.28,,0.0,210.7,99.4,299.9,2.096,1.957,2.673,2.096,9.492,11.588,13.96,1,1
2026-09-09,deepseek/deepseek-v4-flash-20260731,deepseek-v4-flash,DeepSeek,,DeepSeek,0.44,1.32,0.014,0.9794,117.6,103.8,140.8,1.152,0.873,4.695,1.152,17.006,18.159,22.41,1,1
2026-09-09,deepseek/deepseek-v4-flash-20260731,deepseek-v4-flash,Bitdeer AI,,Bitdeer AI,0.042,0.084,0.009,0.9527,138.0,87.0,156.2,1.533,1.271,51.662,1.533,14.495,16.028,19.65,1,1
2026-09-09,deepseek/deepseek-v4-flash-20260731,deepseek-v4-flash,Parasail,,Parasail,0.14,0.28,0.07,0.7717,21.8,12.0,32.7,2.194,1.321,10.177,2.194,91.948,94.142,117.13,1,1
