timestamp_utc,availability_pct,availability_30d_avg,lowest_price,median_price
2026-07-16,100.0,,5.002,
2026-07-17,40.0,70.0,4.877,7.708284671532847
2026-07-18,36.666666666666664,58.888888888888886,5.625,7.723113333333334
2026-07-19,100.0,69.16666666666666,5.625,7.367529801324504
2026-07-20,100.0,75.33333333333333,5.625,7.537828571428572
2026-07-21,100.0,79.44444444444444,5.126,7.064236486486487
2026-07-22,99.31972789115646,82.28377065111759,4.989,6.9801972789115645
2026-07-23,100.0,84.49829931972789,5.226,6.7389256756756755
2026-07-24,100.0,86.2207105064248,4.558,6.7381232876712325
2026-07-25,77.18120805369128,85.31676026115144,4.808,6.289673469387755
2026-07-26,91.83673469387756,85.90948520958108,5.295,6.242124137931035
2026-07-27,89.79591836734694,86.2333546393949,5.625,6.268993055555556
2026-07-28,71.62162162162163,85.10937517648927,5.625,6.1141836734693875
2026-07-29,72.2972972972973,84.19422675654698,4.801,6.1016216216216215
2026-07-30,42.567567567567565,81.41911614394836,5.151,6.51775
2026-07-31,95.17241379310344,82.27869724702055,3.94,6.611006896551724
2026-08-01,97.95918367346938,83.20107880151754,3.94,6.609442176870748
2026-08-02,100.0,84.13435220143323,3.751,6.348698630136986
2026-08-03,91.83673469387756,84.53974075366715,3.751,6.038274074074074
2026-08-04,98.64864864864865,85.24518614841622,4.813,6.133691780821918
2026-08-05,97.97297297297297,85.85127123529988,4.188,5.931144827586206
2026-08-06,98.0,86.40348617914988,3.394,5.7942653061224485
2026-08-07,100.0,86.99463895396946,4.525,5.626470198675497
2026-08-08,97.45222929936305,87.43037188502751,4.369,5.6211568627450985
2026-08-09,99.35897435897436,87.90751598398539,4.569,5.612916129032258
2026-08-10,100.0,88.37261152306289,5.0,5.6156174496644296
2026-08-11,99.3421052631579,88.77888906899233,5.0,5.885490066225166
2026-08-12,100.0,89.17964303081403,4.127,5.898026666666667
2026-08-13,97.33333333333334,89.46080476538367,4.127,5.986566666666667
2026-08-14,99.32885906040269,89.78973990855096,4.127,6.286214765100671
2026-08-15,97.36842105263158,89.70202061030535,4.127,6.4294
2026-08-16,100.0,91.70202061030535,4.127,6.223994594594595
2026-08-17,97.0414201183432,93.7145123920279,4.127,6.256603550295858
2026-08-18,81.21546961325967,93.08836137913656,4.377,6.087757225433526
2026-08-19,97.77777777777777,93.01428730506248,4.377,6.575466666666667
2026-08-20,96.64804469273743,92.90255546148707,5.0,7.831217877094972
2026-08-21,94.18604651162791,92.73143274883611,5.0,7.929209302325582
2026-08-22,100.0,92.73143274883611,3.992,7.220872340425532
2026-08-23,100.0,92.73143274883611,3.992,6.77803825136612
2026-08-24,100.0,93.4920591470464,3.992,6.607603550295858
2026-08-25,100.0,93.76416799058383,4.627,7.138554285714286
2026-08-26,100.0,94.10430404500559,4.37,5.816212500000001
2026-08-27,100.0,95.05024999095153,4.745,5.821367346938775
2026-08-28,96.55172413793103,95.8587308856393,4.72,6.3793655172413795
2026-08-29,99.32885906040269,97.75077393540049,4.841,6.002743243243244
2026-08-30,97.31543624161074,97.8222080170174,4.843,6.056644295302013
2026-08-31,100.0,97.89023522790175,5.0,6.003041666666667
